id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,path,cluster
52604,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Mod'acc Women Black Clutch,/kaggle/input/fashion-product-images-small/myntradataset/images/52604.jpg,0
15688,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Highlander Men Classic Chinos Beige Trousers,/kaggle/input/fashion-product-images-small/myntradataset/images/15688.jpg,0
22909,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Mark Taylor Men Brown Printed T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/22909.jpg,0
11217,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Athletic Silver Black Steel Watches,/kaggle/input/fashion-product-images-small/myntradataset/images/11217.jpg,0
24832,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Black Backpack,/kaggle/input/fashion-product-images-small/myntradataset/images/24832.jpg,0
12081,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Printed Purple Kurtas,/kaggle/input/fashion-product-images-small/myntradataset/images/12081.jpg,0
53737,Men,Apparel,Bottomwear,Shorts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Shorts,/kaggle/input/fashion-product-images-small/myntradataset/images/53737.jpg,0
54834,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Ivory Tag Dazzling Rossete Brown Sling Bag,/kaggle/input/fashion-product-images-small/myntradataset/images/54834.jpg,0
21335,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP204-C3,/kaggle/input/fashion-product-images-small/myntradataset/images/21335.jpg,0
16846,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Men Funky Eyewear Brown Sunglasses,/kaggle/input/fashion-product-images-small/myntradataset/images/16846.jpg,0
23157,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Blue Printed T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/23157.jpg,0
40792,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Quiksilver Men Black Foundation Casual Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/40792.jpg,0
52438,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Pink & White Nightdress,/kaggle/input/fashion-product-images-small/myntradataset/images/52438.jpg,0
4992,Women,Apparel,Dress,Dresses,Yellow,Summer,2011.0,Casual,Gini and Jony Girl's Sara White Yellow Polka Dot Kidswear,/kaggle/input/fashion-product-images-small/myntradataset/images/4992.jpg,0
28738,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Printed White & Red Kurta,/kaggle/input/fashion-product-images-small/myntradataset/images/28738.jpg,0
19798,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Grey T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/19798.jpg,0
37062,Women,Accessories,Belts,Belts,Red,Summer,2012.0,Casual,Lino Perros Women Red Belt,/kaggle/input/fashion-product-images-small/myntradataset/images/37062.jpg,0
25846,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Printed Multi Coloured Kurta,/kaggle/input/fashion-product-images-small/myntradataset/images/25846.jpg,0
47222,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Franco Leone Men Brown Sandals,/kaggle/input/fashion-product-images-small/myntradataset/images/47222.jpg,0
36378,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Reid & Taylor Men Brown Socks,/kaggle/input/fashion-product-images-small/myntradataset/images/36378.jpg,0
53997,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey Handbag,/kaggle/input/fashion-product-images-small/myntradataset/images/53997.jpg,0
36620,Women,Footwear,Shoes,Heels,Yellow,Winter,2015.0,Casual,Catwalk Women Yellow Flats,/kaggle/input/fashion-product-images-small/myntradataset/images/36620.jpg,0
56076,Women,Personal Care,Lips,Lip Liner,Maroon,Spring,2017.0,Casual,Colorbar Moody Maroon Lip Liner 003,/kaggle/input/fashion-product-images-small/myntradataset/images/56076.jpg,0
1530,Men,Apparel,Topwear,Jackets,Red,Fall,2010.0,Sports,Puma Men Ferrari Track Jacket,/kaggle/input/fashion-product-images-small/myntradataset/images/1530.jpg,-1
57388,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Amante Women Pack of 3 Briefs PFCN04,/kaggle/input/fashion-product-images-small/myntradataset/images/57388.jpg,0
19161,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Solid White Tshirt,/kaggle/input/fashion-product-images-small/myntradataset/images/19161.jpg,0
9835,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Little Miss Women Printed Grey T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/9835.jpg,0
16234,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Disect White TShirt,/kaggle/input/fashion-product-images-small/myntradataset/images/16234.jpg,0
51799,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2016.0,Casual,Bwitch Blue Nightdress,/kaggle/input/fashion-product-images-small/myntradataset/images/51799.jpg,0
44621,Unisex,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Nike Unisex Green Daybreak Cap,/kaggle/input/fashion-product-images-small/myntradataset/images/44621.jpg,0
3744,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Kid's Cool Royal Blue Kidswear,/kaggle/input/fashion-product-images-small/myntradataset/images/3744.jpg,0
59690,Women,Apparel,Innerwear,Bra,Grey,Summer,2014.0,Casual,Avirate Grey Bra,/kaggle/input/fashion-product-images-small/myntradataset/images/59690.jpg,0
54384,Women,Accessories,Bags,Handbags,Olive,Fall,2012.0,Casual,Baggit Women Olive Green Handbag,/kaggle/input/fashion-product-images-small/myntradataset/images/54384.jpg,0
36912,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Black Transit Wallet,/kaggle/input/fashion-product-images-small/myntradataset/images/36912.jpg,0
35097,Women,Accessories,Scarves,Scarves,Pink,Winter,2011.0,Casual,Allen Solly Women Pink  Scarf,/kaggle/input/fashion-product-images-small/myntradataset/images/35097.jpg,0
58161,Women,Accessories,Wallets,Wallets,Black,Fall,2012.0,Casual,Rocky S Women Black Wallet,/kaggle/input/fashion-product-images-small/myntradataset/images/58161.jpg,0
34237,Men,Apparel,Topwear,Tshirts,Rust,Summer,2013.0,Casual,Proline Men Rust Orange Polo T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/34237.jpg,0
14426,Women,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Enroute Women Casual Brown Casual Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/14426.jpg,0
17651,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Spring,2013.0,Casual,Converse Unisex Blue Flip Flops,/kaggle/input/fashion-product-images-small/myntradataset/images/17651.jpg,0
46908,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Peter England Men White Jeans,/kaggle/input/fashion-product-images-small/myntradataset/images/46908.jpg,0
52784,Women,Accessories,Wallets,Wallets,Black,Fall,2012.0,Casual,Fiorelli Women Black Wallet,/kaggle/input/fashion-product-images-small/myntradataset/images/52784.jpg,0
16617,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Stripes White Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/16617.jpg,0
6650,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Nike Men's Zoom Ambassador III Blue White Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/6650.jpg,0
40262,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Blue Check Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/40262.jpg,0
49857,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Kids Unisex Black Digital Watch,/kaggle/input/fashion-product-images-small/myntradataset/images/49857.jpg,0
9178,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Eero Blue Jeans,/kaggle/input/fashion-product-images-small/myntradataset/images/9178.jpg,0
12598,Unisex,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Tantra Unisex Printed Orange Tshirts,/kaggle/input/fashion-product-images-small/myntradataset/images/12598.jpg,0
13073,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Numero Uno Men White Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/13073.jpg,0
34078,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Clarks Men Sentry Cry Leather Black Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/34078.jpg,0
53793,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ferrari T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/53793.jpg,0
54087,Women,Apparel,Topwear,Tops,Blue,Fall,2012.0,Ethnic,Mumbai Slang Women Blue Top,/kaggle/input/fashion-product-images-small/myntradataset/images/54087.jpg,0
28222,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017.0,Casual,YARDLEY Men Gold Deo,/kaggle/input/fashion-product-images-small/myntradataset/images/28222.jpg,0
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/3706.jpg,0
3607,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Men's Chuck Taylor Print OX Black Canvas Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/3607.jpg,0
34252,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2013.0,Sports,Proline Grey Melange Shorts,/kaggle/input/fashion-product-images-small/myntradataset/images/34252.jpg,0
16895,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Police Unisex Casual Black Sunglasses,/kaggle/input/fashion-product-images-small/myntradataset/images/16895.jpg,0
58229,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lotto Men Black Sandals,/kaggle/input/fashion-product-images-small/myntradataset/images/58229.jpg,0
12136,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Solid Black Kurtas,/kaggle/input/fashion-product-images-small/myntradataset/images/12136.jpg,0
42893,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,French Connection Women Black Clutch,/kaggle/input/fashion-product-images-small/myntradataset/images/42893.jpg,0
7513,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men's As Explosive Red T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/7513.jpg,0
51717,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS236-C1,/kaggle/input/fashion-product-images-small/myntradataset/images/51717.jpg,0
55203,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017.0,Casual,Lakme Lip Love Flirt Lip Conditioner,/kaggle/input/fashion-product-images-small/myntradataset/images/55203.jpg,0
31582,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mark Taylor Men Printed Blue T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/31582.jpg,0
53818,Women,Apparel,Topwear,Kurtis,Pink,Fall,2012.0,Ethnic,Ayaany Women Pink Kurti,/kaggle/input/fashion-product-images-small/myntradataset/images/53818.jpg,0
11767,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Printed Grey Tshirts,/kaggle/input/fashion-product-images-small/myntradataset/images/11767.jpg,0
11245,Women,Apparel,Bottomwear,Churidar,Black,Fall,2011.0,Ethnic,Urban Yoga Women Solid Black Churidar,/kaggle/input/fashion-product-images-small/myntradataset/images/11245.jpg,0
22999,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Sports,2go Active Gear USA Men Black Roger Lounge Pants,/kaggle/input/fashion-product-images-small/myntradataset/images/22999.jpg,0
53979,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Kiara Women Black Handbag,/kaggle/input/fashion-product-images-small/myntradataset/images/53979.jpg,0
12703,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women Downshifter White Sports Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/12703.jpg,0
56301,Women,Apparel,Innerwear,Bra,Orange,Summer,2017.0,Casual,Biara Women Orange Blush Bra,/kaggle/input/fashion-product-images-small/myntradataset/images/56301.jpg,0
17533,Unisex,Accessories,Headwear,Hat,Black,Fall,2011.0,Casual,ADIDAS Unisex Beanie Black Skull Caps,/kaggle/input/fashion-product-images-small/myntradataset/images/17533.jpg,0
38286,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Kids Ville Girls Blue Printed T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/38286.jpg,0
44769,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Globalite Men White Macross Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/44769.jpg,0
34969,Women,Accessories,Stoles,Stoles,Multi,Summer,2012.0,Ethnic,Fabindia Women Printed Multi Coloured Chanderi Stole,/kaggle/input/fashion-product-images-small/myntradataset/images/34969.jpg,0
11575,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas,/kaggle/input/fashion-product-images-small/myntradataset/images/11575.jpg,0
38557,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Polo Club Blue T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/38557.jpg,0
18839,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,Peter England Men Formal Black Belt,/kaggle/input/fashion-product-images-small/myntradataset/images/18839.jpg,0
41889,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Men Blue Slim Fit Mid-Rise Clean Look Jeans,/kaggle/input/fashion-product-images-small/myntradataset/images/41889.jpg,0
22562,Women,Accessories,Bags,Handbags,Tan,Winter,2015.0,Casual,Lino Perros Tan Women Casual Sling Bag,/kaggle/input/fashion-product-images-small/myntradataset/images/22562.jpg,0
13929,Men,Apparel,Topwear,Shirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Solid Beige Shirts,/kaggle/input/fashion-product-images-small/myntradataset/images/13929.jpg,0
33942,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Clima Black T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/33942.jpg,0
54481,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Hanes Men Red Premium String Bikini Briefs,/kaggle/input/fashion-product-images-small/myntradataset/images/54481.jpg,0
51776,Women,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Bwitch Women White Brief,/kaggle/input/fashion-product-images-small/myntradataset/images/51776.jpg,0
38491,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Core White T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/38491.jpg,0
44911,Men,Apparel,Bottomwear,Tracksuits,Black,Summer,2012.0,Casual,Puma Men Black Logo Woven Tracksuit,/kaggle/input/fashion-product-images-small/myntradataset/images/44911.jpg,0
2032,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men's White Blood T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/2032.jpg,0
12526,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Crocs Women Casual Grey Casual Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/12526.jpg,0
30067,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Men Black Watch,/kaggle/input/fashion-product-images-small/myntradataset/images/30067.jpg,0
28806,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Denizen Men Check Black Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/28806.jpg,0
28048,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men White Hi-Cut Brief 1008,/kaggle/input/fashion-product-images-small/myntradataset/images/28048.jpg,0
34946,Women,Apparel,Topwear,Dupatta,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Dupatta,/kaggle/input/fashion-product-images-small/myntradataset/images/34946.jpg,0
12273,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Formal,Genesis Men Striped Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/12273.jpg,0
5167,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men's Skull Wave Black T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/5167.jpg,0
18943,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Levis Men Half Cushion Low Cut Pack of 3 Socks,/kaggle/input/fashion-product-images-small/myntradataset/images/18943.jpg,0
10216,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Hths Green Handbags,/kaggle/input/fashion-product-images-small/myntradataset/images/10216.jpg,0
44549,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,/kaggle/input/fashion-product-images-small/myntradataset/images/44549.jpg,0
14356,Women,Footwear,Shoes,Heels,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats,/kaggle/input/fashion-product-images-small/myntradataset/images/14356.jpg,0
49495,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Vans Men Khaki Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/49495.jpg,0
13816,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Proline Pack of 3 Printed T-shirts,/kaggle/input/fashion-product-images-small/myntradataset/images/13816.jpg,0
16822,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Little Miss Women Printed Pink T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/16822.jpg,0
18168,Girls,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress,/kaggle/input/fashion-product-images-small/myntradataset/images/18168.jpg,0
38811,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Latin Quarters Women Blue & Black Tops,/kaggle/input/fashion-product-images-small/myntradataset/images/38811.jpg,0
24809,Unisex,Apparel,Bottomwear,Swimwear,Pink,Fall,2011.0,Sports,Nabaiji Unisex Pink Swimming Cap,/kaggle/input/fashion-product-images-small/myntradataset/images/24809.jpg,0
15378,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Fila Men Coloda Grey Sports Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/15378.jpg,0
35090,Women,Accessories,Scarves,Scarves,Olive,Summer,2012.0,Casual,Allen Solly Woman Check Olive Scarf,/kaggle/input/fashion-product-images-small/myntradataset/images/35090.jpg,0
47052,Women,Apparel,Bottomwear,Salwar,Multi,Summer,2012.0,Ethnic,Shree Women Multi Colored Jodhpuri Salwar,/kaggle/input/fashion-product-images-small/myntradataset/images/47052.jpg,0
45158,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,CASIO ENTICER Men Brown Dial Analogue Watch A510,/kaggle/input/fashion-product-images-small/myntradataset/images/45158.jpg,0
27335,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,ADIDAS Women Floral Dream Perfume,/kaggle/input/fashion-product-images-small/myntradataset/images/27335.jpg,0
4762,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Stripe Polo Green Grey Yellow T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/4762.jpg,0
15487,Women,Footwear,Shoes,Flats,Grey,Winter,2012.0,Casual,Carlton London Women Grey Boots,/kaggle/input/fashion-product-images-small/myntradataset/images/15487.jpg,0
2912,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Wedding Gold Crystal Heels,/kaggle/input/fashion-product-images-small/myntradataset/images/2912.jpg,0
7139,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers For Her Women Light Work Red Check Shirts,/kaggle/input/fashion-product-images-small/myntradataset/images/7139.jpg,0
45418,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women White Sandals,/kaggle/input/fashion-product-images-small/myntradataset/images/45418.jpg,0
53138,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Heels,/kaggle/input/fashion-product-images-small/myntradataset/images/53138.jpg,0
52482,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015.0,Casual,Red Rose Red & Black Nightdress,/kaggle/input/fashion-product-images-small/myntradataset/images/52482.jpg,0
2170,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Probase Mens  Shirts,/kaggle/input/fashion-product-images-small/myntradataset/images/2170.jpg,0
56948,Women,Footwear,Shoes,Heels,Grey,Winter,2012.0,Casual,HM Women Grey Heels,/kaggle/input/fashion-product-images-small/myntradataset/images/56948.jpg,0
56201,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set,/kaggle/input/fashion-product-images-small/myntradataset/images/56201.jpg,0
40777,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Quiksilver Men White Flip Flops,/kaggle/input/fashion-product-images-small/myntradataset/images/40777.jpg,0
34398,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Rider Black T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/34398.jpg,0
23851,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,ADIDAS Men Green Color Can Casual Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/23851.jpg,0
5491,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Strong Light Purple T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/5491.jpg,0
1651,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Domyos Women Style Pink T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/1651.jpg,0
5602,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Nike Men's Chroma Navy Blue Flip Flop,/kaggle/input/fashion-product-images-small/myntradataset/images/5602.jpg,0
40245,Men,Accessories,Ties,Ties,Pink,Summer,2012.0,Formal,Provogue Men Pink Tie,/kaggle/input/fashion-product-images-small/myntradataset/images/40245.jpg,0
40671,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Lee Women Pink & Navy Blue Check Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/40671.jpg,0
38768,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Printed Blue T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/38768.jpg,0
55530,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Revlon Touch And Glow Natural Mist Moisturising Make up 09,/kaggle/input/fashion-product-images-small/myntradataset/images/55530.jpg,0
44288,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Indian Terrain Men Black Trousers,/kaggle/input/fashion-product-images-small/myntradataset/images/44288.jpg,0
42888,Women,Accessories,Bags,Handbags,Off White,Summer,2012.0,Casual,French Connection Off-White Tote Bag,/kaggle/input/fashion-product-images-small/myntradataset/images/42888.jpg,0
16867,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Idee Men Funky Eyewear Green Sunglasses,/kaggle/input/fashion-product-images-small/myntradataset/images/16867.jpg,0
41018,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Lee Men Brown Leather Belt,/kaggle/input/fashion-product-images-small/myntradataset/images/41018.jpg,0
23623,Girls,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Doodle Kids Girls Pink I love Shopping Top,/kaggle/input/fashion-product-images-small/myntradataset/images/23623.jpg,0
7807,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men's Cabana Racer II Red Burgundy White Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/7807.jpg,0
30908,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Ethnic,Fabindia Women Red Mangalgiri Top,/kaggle/input/fashion-product-images-small/myntradataset/images/30908.jpg,0
23188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Highlander Men Purple Check Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/23188.jpg,0
59459,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Silver Ring,/kaggle/input/fashion-product-images-small/myntradataset/images/59459.jpg,0
36910,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Black Transit Wallet,/kaggle/input/fashion-product-images-small/myntradataset/images/36910.jpg,0
46581,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Catwalk Women Black Heels,/kaggle/input/fashion-product-images-small/myntradataset/images/46581.jpg,0
23455,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Blue Washed Slim Fit Jeans,/kaggle/input/fashion-product-images-small/myntradataset/images/23455.jpg,0
2833,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men's Casual Leather Darknight Black Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/2833.jpg,0
6677,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Street Pana II Black White Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/6677.jpg,0
5145,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Feel Good White T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/5145.jpg,0
17978,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men Funpack Red Casual Shoe With Extra Lace,/kaggle/input/fashion-product-images-small/myntradataset/images/17978.jpg,0
36351,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Tie,/kaggle/input/fashion-product-images-small/myntradataset/images/36351.jpg,0
14023,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2012.0,Sports,Nike Men Solid Navy Blue Shorts,/kaggle/input/fashion-product-images-small/myntradataset/images/14023.jpg,0
59674,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Grey Wedding Collection One Minute Saree,/kaggle/input/fashion-product-images-small/myntradataset/images/59674.jpg,0
19677,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Printed Purple Top,/kaggle/input/fashion-product-images-small/myntradataset/images/19677.jpg,0
55487,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Revlon Color Burst Aubergine Lip Gloss 34,/kaggle/input/fashion-product-images-small/myntradataset/images/55487.jpg,0
10788,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Wrangler Men Malbork White Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/10788.jpg,0
